title,decision,total_score,q1_score,q2_score,q3_score,q4_score,q5_score,exclusion_reason,doi,source_database,created_at
DESIGN AND OPERATIONAL ASPECTS OF DIESEL GENERATORS’ POWER AND NUMBER FOR SEAGOING SHIPS,DOUBT,5,1,1,1,0,2,Potential relevance; needs human review. (AI Note: This paper discusses energy efficiency of diesel generators on ships but does not focus on marine pollution.),10.5604/12314005.1137616,OpenAlex,2026-03-02 22:47:16.367732+00
Ocean noise contributors in southern resident killer whale habitat,DOUBT,5,1,1,1,0,2,Potential relevance; needs human review. (AI Note: This paper models noise pollution from various vessel types and their impact on killer whale habitats.),10.1016/j.marpolbul.2025.117859,OpenAlex,2026-03-02 22:50:19.39346+00
The state of Toronto and Region’s ecosystem: Synthesis and highlights,DOUBT,5,2,0,1,1,1,Potential relevance; needs human review. (AI Note: This is a synthesis and review of the ecosystem in Toronto and the surrounding region that contains some quantitative data on water quality and fish populations.),10.1080/14634988.2018.1505355,OpenAlex,2026-03-02 22:50:24.552035+00
Effect of Surfactants upon Corrosion Inhibition of High-Strength Steels and Aluminum Alloys,EXCLUDE,7,1,2,0,2,2,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study investigates the effect of surfactants on corrosion inhibition of high-strength steels and aluminum alloys in chloride-containing water and bilge solutions, using electrochem",10.5006/c1982-82019,OpenAlex,2026-03-02 22:51:23.489322+00
New remote sensing applications for marine monitoring of oil pollution using UAV,EXCLUDE,7,1,2,0,2,2,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper describes the development and testing of a UAV-based system for detecting oil spills, indicating a focus on oil pollution detection methods.)",10.1117/12.2575523,OpenAlex,2026-03-02 22:49:59.702776+00
"Liquid ToF-SIMS revealing the oil, water, and surfactant interface evolution",EXCLUDE,7,1,2,0,2,2,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study presents an original empirical study on bilge water and oil-water interface using advanced chemical imaging techniques.),10.1039/d0cp00528b,OpenAlex,2026-03-02 22:51:17.537559+00
The Identification Method for Lubricating Oil Additives in Bilge by the Infrared Spectroscopy,EXCLUDE,7,1,2,0,2,2,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a study on lubricating oil additives in bilge water using infrared spectroscopy, likely from ship sources.)",10.5988/jime1966.16.115,OpenAlex,2026-03-02 22:49:58.747519+00
Study on Water-lubricated Stern Tube Seals for Brown Water,EXCLUDE,7,2,2,0,1,2,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper presents a study of a new stern tube seal in brown water, with wear and leakage testing.)",10.5957/pss-2006-21,OpenAlex,2026-03-02 22:50:01.494025+00
Locating a sunken vessel using SAR imagery: detection of oil spilled from the SS <i>Jacob Luckenbach</i>,EXCLUDE,7,1,2,0,2,2,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Empirical study of oil spill detection from a sunken vessel using SAR imagery in a coastal environment.),10.1080/01431160310001647732,OpenAlex,2026-03-02 22:50:15.493607+00
TurtleCam: A “Smart” Autonomous Underwater Vehicle for Investigating Behaviors and Habitats of Sea Turtles,EXCLUDE,6,2,2,0,0,2,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Study focuses on turtle behavior and habitat using an autonomous underwater vehicle in a coastal region.),10.3389/fmars.2018.00090,OpenAlex,2026-03-02 22:47:10.01291+00
The importance of public engagement for maerl conservation: Insights from Scotland,EXCLUDE,6,2,2,0,1,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: Paper discusses citizen science and community engagement for maerl conservation, which is coastal but focuses on management/policy rather than a specific chemical.)",10.1002/aqc.4162,OpenAlex,2026-03-02 22:50:23.8712+00
"The direct physical, chemical and biotic impacts on Australian coastal waters due to recreational boating.",EXCLUDE,6,2,2,0,1,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a review article about boating impacts, not an empirical study with oil measurements.)",10.1007/s10531-011-0003-6,OpenAlex,2026-03-02 22:47:06.213515+00
Treatment of Emulsified Oily Wastewater by Commercial Scale Electrocoagulation at Vancouver Shipyards,EXCLUDE,6,2,2,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This appears to be a case study/white paper of an industrial application of wastewater treatment at a shipyard, without original research data.)",10.2118/2002-191,OpenAlex,2026-03-02 22:49:49.353147+00
"Simultaneous removal of oil and grease, and heavy metals from artificial bilge water using electro-coagulation/flotation",EXCLUDE,6,2,2,0,2,0,Q3 KILL SWITCH: No quantitative data. MISSING ABSTRACT: High-relevance title; manual check needed. (AI Note: The abstract is missing.),10.1016/j.jenvman.2014.05.004,OpenAlex,2026-03-02 22:49:30.774513+00
DIVERSITY AND SPATIAL DISTRIBUTION OF COPEPODS IN THE ST. LAWRENCE RIVER,EXCLUDE,6,2,2,0,0,2,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study looks at copepod diversity in the St. Lawrence River, but does not focus on oil pollution.)",10.1163/9789004188280_020,OpenAlex,2026-03-02 22:52:05.072027+00
A State of Art Review on Marine Oily Wastewater Treatment and Management,EXCLUDE,6,1,2,0,2,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a review paper on treatment of oily wastewater, so while marine-relevant, it does not present original empirical research.)",10.21770/0906-3004.002,OpenAlex,2026-03-02 22:50:03.126918+00
"Oily Bilge Wastes Harbor a Set of Persistent Hydrocarbonoclastic Bacteria Accompanied by a Variable alkB Gene Composition in Marine Vessel Samples from Southwestern Atlantic Port of Mar del Plata, Argentina",EXCLUDE,6,2,2,0,2,0,"Q3 KILL SWITCH: No quantitative data. MISSING ABSTRACT: High-relevance title; manual check needed. (AI Note: The abstract content is missing, making scoring impossible.)",10.1007/s11270-021-05239-4,OpenAlex,2026-03-02 22:47:13.212401+00
Measurement and Calculation of Dirty Oil Amount in Bilge Water Treated by Oily Water Separator,EXCLUDE,6,2,2,0,2,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper discusses a method for calculating dirty oil amount in bilge water treated by an oil water separator.),10.1061/9780784413036.321,OpenAlex,2026-03-02 22:49:53.874278+00
"An Evaluation of Yacht Tourism in Kuşadası Gulf, Türkiye from the Perspective of Coastal Zone Management and Bathing Water Quality",EXCLUDE,6,2,2,0,1,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper examines the relationship between yacht tourism and the coastal zone, evaluating the sector's current situation and discussing sustainable management practices but lacks spe",10.26650/ijegeo.1771778,OpenAlex,2026-03-02 22:50:47.336807+00
Electric field forward osmosis (EFFO) for efficient oil-in-water emulsion separation and fouling mitigation in shipboard bilgewater,EXCLUDE,5,1,2,0,2,0,"Q3 KILL SWITCH: No quantitative data. MISSING ABSTRACT: High-relevance title; manual check needed. (AI Note: The abstract is missing, therefore I can only evaluate the title and provide a limited response.)",10.2139/ssrn.5721460,OpenAlex,2026-03-02 22:51:23.791485+00
Design of An Efficient and Economical Bilge Water Management System of Bangladesh,EXCLUDE,5,2,2,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This appears to be a design proposal rather than a research study.),10.2139/ssrn.4447283,OpenAlex,2026-03-02 22:49:45.978305+00
"Polycyclic aromatic hydrocarbons (PAHs) in small island coastal environments: A case study from harbours in Guam, Micronesia",EXCLUDE,5,2,1,0,2,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing.),10.1016/j.marpolbul.2006.05.002,OpenAlex,2026-03-02 22:49:42.767812+00
A Study of Detergent Pollution By Molecular Methods: Starch Gel Electrophoresis of a Variety of Enzymes and Other Proteins,EXCLUDE,5,1,0,0,2,2,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study focuses on lab experiments using marine species tissues to analyze detergent pollution and its effects on proteins using electrophoresis.),10.1017/s0025315400035268,OpenAlex,2026-03-02 22:51:34.023075+00
Treatment of Oily Bilge Water from Small Fishing Vessels by PUF-Immobilized Gordonia sp. JC11,EXCLUDE,5,1,2,0,2,0,Q3 KILL SWITCH: No quantitative data. MISSING ABSTRACT: High-relevance title; manual check needed. (AI Note: Abstract is missing; cannot confirm the use of original empirical data.),10.1007/s11270-013-1601-6,OpenAlex,2026-03-02 22:47:12.913914+00
Hydrocarbons removal from synthetic bilge water by adsorption onto biochars of dead Posidonia oceanica,EXCLUDE,5,1,2,0,2,0,Q3 KILL SWITCH: No quantitative data. MISSING ABSTRACT: High-relevance title; manual check needed. (AI Note: The abstract is missing so an accurate score cannot be generated.),10.1007/s11356-022-21998-x,OpenAlex,2026-03-02 22:51:18.92699+00
Coastal Engineering for Renovation of San Francisco Marina West Yacht Harbor,EXCLUDE,5,2,2,0,0,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study is about coastal engineering and harbor renovation, but lacks quantitative data about oil pollution.)",10.1061/41190(422)74,OpenAlex,2026-03-02 22:50:47.584926+00
Canal excavation impacts on the hydrodynamics of shallow back-barrier lagoons,EXCLUDE,5,2,1,0,0,2,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This study examines the effect of canal excavation and dredging using numerical methods, but does not focus on oil pollution.)",10.5194/egusphere-egu25-2568,OpenAlex,2026-03-02 22:52:15.819185+00
Specification for Shipboard Oil Pollution Abatement System,EXCLUDE,5,1,2,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This document is a specification/policy, so is not a research paper.)",10.1520/f2283-04,OpenAlex,2026-03-02 22:50:01.020294+00
"Developing Environmentally and Economically Sustainable, Regional Policies for Managing Fouling Growth on Boats",EXCLUDE,5,2,2,0,1,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a policy study with no original research data.),10.1061/40761(175)106,OpenAlex,2026-03-02 22:50:27.260718+00
Need for a Smart Autonomous Bilge Management System: A Review,EXCLUDE,5,1,2,0,1,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a review paper proposing a system, not a study with original data.)",10.31219/osf.io/ysn3q,OpenAlex,2026-03-02 22:49:54.649885+00
"Microbiological Pitting Corrosion Old Problems In New Places - Mechanisms, Recognition and Control",EXCLUDE,5,2,2,0,0,1,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a review of corrosion, but not a study that quantifies water quality or oil.)",10.3940/rina.marco.1994.10,OpenAlex,2026-03-02 22:49:47.242681+00
Oil–Water Separation Techniques for Bilge Water Treatment,EXCLUDE,5,1,2,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This is a review/overview of bilge water treatment techniques, not a new empirical study.)",10.5772/intechopen.91409,OpenAlex,2026-03-02 22:49:35.638852+00
Underwater Soundscapes of Management Zones and Potential Impacts on Marine Communities,EXCLUDE,5,2,2,0,0,1,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This paper focuses on the impact of noise pollution from vessels on marine life within marine protected areas.),10.1007/s12237-025-01554-9,OpenAlex,2026-03-02 22:50:21.738858+00
Petroleum hydrocarbons in water from a Brazilian tropical estuary facing industrial and port development,EXCLUDE,5,2,1,0,2,0,Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The abstract is missing.),10.1016/j.marpolbul.2014.03.010,OpenAlex,2026-03-02 22:51:57.391434+00
Specification for Shipboard Oil Pollution Abatement System,EXCLUDE,5,1,2,0,2,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: This document is a specification/description of a system, not a research study.)",10.1520/f2283-04r09,OpenAlex,2026-03-02 22:50:01.260384+00
Electric field forward osmosis (EFFO) for efficient oil-in-water emulsion separation and fouling mitigation in shipboard bilgewater,EXCLUDE,5,1,2,0,2,0,Q3 KILL SWITCH: No quantitative data. MISSING ABSTRACT: High-relevance title; manual check needed. (AI Note: Lacks any quantitative data about oil concentrations or volumes from an empirical study.),10.1016/j.seppur.2025.136724,OpenAlex,2026-03-02 22:51:24.113981+00
Hydraulic Design And Bio-remediation Measures For The Development Of A Tidal Marina And Urban Canal System For Cape Town's Victoria And Alfred Waterfront,EXCLUDE,5,2,2,0,1,0,"Q3 KILL SWITCH: No quantitative data/Qualitative study. (AI Note: The study describes hydraulic design and bioremediation measures for a marina and canal system, but it does not present an original empirical study with explicit quantitative data.)",10.2495/mar950131,OpenAlex,2026-03-02 22:50:47.037726+00
